company_id,pii_count,database_storage_tb,pci_data_flag,phi_data_flag,cloud_adoption_pct,subdomain_count
19245,54436,5.8,0,0,55.15,294
19246,4066,2.3,0,0,71.78,289
19247,15270,9.0,0,0,24.47,238
19248,70699,10.1,0,1,85.13,411
19249,16098,9.1,0,0,35.45,166
19250,38884,10.2,0,0,29.54,366
19251,10141,3.3,0,0,53.51,55
19252,197120,10.2,1,0,99.96,25
19253,494248,11.6,1,0,58.31,404
19254,890448,20.3,1,0,44.81,21
19255,221159,10.4,0,1,19.98,265
19256,12600,3.1,1,0,67.28,113
19257,141674,10.8,0,0,41.82,300
19258,6373,6.0,0,1,37.45,92
19259,627399,15.6,0,1,41.09,316
19260,89204,9.2,0,1,38.91,325
19261,120449,5.3,1,0,61.41,200
19262,6201,4.3,0,0,2.69,201
19263,72881,6.4,0,1,21.65,377
19264,225121,12.1,0,1,11.5,74
19265,5651,4.9,0,0,54.68,181
19266,248547,7.8,0,0,88.1,56
19267,13522,3.9,0,1,34.43,346
19268,5739,2.7,0,0,87.29,355
19269,13866,5.6,0,0,80.65,465
19270,9548,1.7,0,0,29.26,264
19271,47989,7.4,1,0,61.68,96
19272,5735,8.5,0,0,2.03,333
19273,13019,9.4,0,1,19.06,389
19274,31591,8.4,1,0,40.14,369
19275,1816,9.6,1,0,72.66,113
19276,185113,9.9,1,0,50.19,67
19277,2522,5.0,0,0,51.09,342
19278,6875,3.8,0,0,28.71,223
19279,56867,5.7,0,1,5.68,26
19280,87791,2.9,1,0,15.12,356
19281,256595,10.0,1,0,25.83,368
19282,13544,4.8,0,0,13.69,73
19283,170178,8.3,0,0,5.34,220
19284,8890,10.1,0,0,98.86,411
19285,13039,7.8,0,0,74.12,459
19286,3751,9.7,0,0,58.22,136
19287,18516,4.4,0,0,39.5,215
19288,26593,7.1,1,0,19.56,475
19289,22261,5.7,0,0,97.07,265
19290,39377,4.4,0,0,87.22,476
19291,14334,8.6,0,0,77.42,339
19292,12153,9.2,0,0,96.67,49
19293,93343,3.3,0,0,29.22,357
19294,9006,5.9,0,0,40.89,331
19295,128608,7.8,0,0,48.73,233
19296,97082,10.4,0,1,88.0,251
19297,9865,6.0,1,0,79.41,41
19298,13770,8.8,0,0,84.79,182
19299,100455,7.9,1,0,13.46,196
19300,49279,5.2,0,0,73.63,267
19301,18952,8.1,0,0,68.52,32
19302,11561,5.2,0,0,45.63,350
19303,210249,10.8,0,0,54.09,82
19304,32828,3.4,1,0,9.03,36
19305,4471,6.3,0,0,5.4,34
19306,10898,8.1,0,0,94.57,107
19307,7458,2.2,1,0,90.76,482
19308,5270,8.1,0,1,97.95,402
19309,31006,3.4,0,0,21.95,388
19310,30802,6.1,0,0,8.06,420
19311,4963,9.6,0,0,55.21,396
19312,188227,5.7,1,0,10.59,478
19313,11515,7.4,1,0,51.24,174
19314,8722,6.7,1,0,84.81,413
19315,5674,5.4,1,0,11.99,424
19316,3747,3.8,0,0,51.79,129
19317,78490,2.6,0,1,52.33,374
19318,41814,4.2,0,0,93.69,134
19319,2281,3.3,0,0,27.13,303
19320,55204,9.5,0,0,10.98,497
19321,129362,6.0,1,0,12.59,383
19322,3895,9.4,0,0,68.25,296
19323,113978,8.8,1,0,72.28,326
19324,692084,17.5,0,1,22.76,30
19325,59368,4.7,1,0,28.75,126
19326,6873,8.1,0,0,10.56,26
19327,355178,10.5,0,1,70.4,446
19328,63725,10.0,1,0,32.6,469
19329,84040,8.2,0,1,95.77,469
19330,27236,3.1,1,0,22.96,185
19331,7354,3.9,0,1,42.91,26
19332,30846,3.7,0,0,82.7,119
19333,5916,8.9,0,0,21.29,122
19334,13399,1.3,0,0,20.18,457
19335,3235,9.5,0,0,36.66,458
19336,137505,4.3,0,0,3.73,336
19337,145645,11.3,1,0,97.12,160
19338,27333,9.1,0,0,51.46,479
19339,145074,5.9,0,0,56.73,221
19340,1018769,24.6,1,0,78.52,458
19341,23054,8.7,0,0,55.14,86
19342,10612,6.7,0,0,58.18,249
19343,11411,8.9,0,0,21.52,312
19344,36835,1.8,0,0,43.74,32
19345,25808,9.6,0,1,18.82,254
19346,1485,4.7,0,0,58.79,253
19347,27850,10.2,0,1,52.62,79
19348,44810,6.6,0,0,29.08,153
19349,5708,6.7,0,0,71.58,375
19350,50436,3.8,0,0,58.37,176
19351,17970,4.8,0,1,45.27,403
19352,107893,11.2,0,1,26.45,459
19353,16179,6.1,0,1,41.96,463
19354,20620,4.8,1,0,60.64,301
19355,5887,3.6,0,0,46.49,168
19356,78481,5.8,0,0,63.48,192
19357,129631,12.3,0,0,16.19,287
19358,5765,6.5,0,0,38.05,300
19359,89285,9.6,1,0,86.96,334
19360,726608,16.3,0,1,52.78,297
19361,107477,7.7,0,1,41.89,357
19362,115118,4.4,0,0,4.6,326
19363,31026,2.9,0,0,24.64,48
19364,43056,3.3,0,0,10.48,325
19365,54037,3.5,1,0,57.11,198
19366,4812,8.2,1,0,32.84,325
19367,41630,4.6,0,0,50.41,123
19368,243387,12.1,0,1,1.42,434
19369,4021,3.8,0,0,15.69,139
19370,2573,5.5,1,0,26.04,420
19371,204386,6.4,0,1,88.33,465
19372,18409,1.4,0,0,90.69,406
19373,3883,9.9,1,0,37.9,430
19374,74092,5.7,0,0,80.28,198
19375,58180,5.6,0,0,91.06,229
19376,357796,8.2,1,0,1.63,448
19377,27908,2.3,0,0,36.69,51
19378,2431,6.5,0,0,51.27,416
19379,5461,9.0,1,0,5.1,133
19380,103676,3.7,0,0,35.4,266
19381,22358,5.9,0,0,75.11,385
19382,37215,9.2,0,1,93.88,244
19383,22668,2.4,0,0,20.48,336
19384,550546,17.7,1,0,80.44,43
19385,13288,8.4,0,0,51.46,163
19386,42112,9.8,0,0,90.09,51
19387,1026321,28.4,1,0,8.49,168
19388,1715476,43.6,1,0,69.89,180
19389,36882,3.0,1,0,87.84,495
19390,979999,20.8,1,0,27.31,53
19391,40729,6.6,0,0,52.81,14
19392,32890,6.4,0,0,23.5,90
19393,13219,9.1,0,1,45.37,197
19394,27449,7.5,0,0,80.55,420
19395,10189,6.4,0,0,53.36,230
19396,52676,7.1,0,0,28.98,244
19397,23074,3.1,0,0,82.46,146
19398,116083,4.3,0,0,8.53,378
19399,48989,6.4,1,0,60.01,338
19400,2290,9.2,1,0,56.71,262
19401,10830,1.9,0,0,44.26,298
19402,925371,27.8,1,0,67.66,392
19403,2711,5.2,0,0,78.36,133
19404,8043,4.6,0,0,66.79,31
19405,31246,3.5,0,0,73.14,9
19406,779,2.2,1,0,78.67,484
19407,130270,3.6,0,1,31.32,131
19408,13092,9.9,1,0,43.78,318
19409,195746,13.1,1,0,44.62,64
19410,16572,6.1,1,0,68.92,309
19411,21755,5.0,0,0,18.04,356
19412,40000,7.7,0,1,93.6,259
19413,73552,7.0,1,0,61.76,336
19414,7645,6.0,1,0,89.97,334
19415,140738,8.6,1,0,69.04,26
19416,277431,10.7,1,0,15.33,153
19417,27810,5.7,1,0,76.43,130
19418,2810,5.2,0,0,61.99,432
19419,17981,7.9,0,1,55.42,63
19420,3433,4.0,0,0,95.83,478
19421,15195,5.0,0,0,41.62,479
19422,107525,5.1,1,0,30.99,261
19423,24613,9.2,0,0,62.47,343
19424,181616,7.0,0,1,33.27,194
19425,58609,7.6,1,0,86.08,217
19426,36789,8.6,1,0,82.35,16
19427,17946,10.3,0,1,99.32,131
19428,89421,8.2,1,0,15.79,432
19429,12998,1.6,1,0,44.1,156
19430,352792,8.1,0,0,23.58,231
19431,447822,13.8,0,0,81.41,260
19432,311657,8.0,0,1,78.89,361
19433,3630,8.2,1,0,98.01,473
19434,239527,12.5,1,0,4.74,100
19435,411543,11.3,1,0,12.33,340
19436,973,4.9,0,0,94.04,306
19437,293301,13.7,1,0,39.48,497
19438,21873,9.5,0,1,93.72,358
19439,13332,5.2,0,0,79.88,7
19440,6832,8.0,0,0,19.29,341
19441,100027,6.4,1,0,81.33,159
19442,6485,5.0,0,0,8.78,475
19443,65522,10.2,0,1,95.02,346
19444,65707,2.9,1,0,64.7,405
19445,56621,4.2,1,0,75.7,439
19446,1292585,28.8,1,0,75.1,283
19447,12339,4.1,0,0,10.5,375
19448,797151,17.5,1,0,60.57,468
19449,14366,5.3,0,1,75.12,126
19450,3139,8.1,1,0,8.29,247
19451,60772,9.4,1,0,66.3,134
19452,247675,13.7,0,0,30.82,432
19453,74548,11.0,1,0,67.55,318
19454,29389,6.7,1,0,0.12,194
19455,3767,3.5,0,0,36.09,461
19456,137897,11.9,1,0,44.58,361
19457,220003,5.5,0,1,87.33,61
19458,263488,9.5,0,1,4.61,274
19459,5465,2.4,1,0,94.18,400
19460,196488,12.6,0,1,95.15,452
19461,3012,6.5,1,0,16.13,414
19462,8057,5.8,0,0,80.35,363
19463,5218,7.1,0,0,23.89,486
19464,35859,4.5,0,0,17.86,467
19465,14847,8.7,0,0,70.53,298
19466,14616,5.3,1,0,69.23,113
19467,4303,5.3,0,0,97.05,278
19468,5179,2.9,1,0,84.76,351
19469,3400557,69.0,1,0,77.38,198
19470,283620,7.5,1,0,41.54,198
19471,239899,13.7,0,1,61.75,192
19472,2820,1.5,0,0,5.61,82
19473,135308,7.0,0,1,23.61,124
19474,51225,6.3,1,0,42.45,355
19475,12631,2.9,1,0,51.56,452
19476,11735,9.2,0,1,86.69,238
19477,34979,8.1,0,1,89.7,198
19478,278587,10.0,0,1,40.9,106
19479,80531,3.0,1,0,97.19,446
19480,59337,5.5,0,0,38.75,144
19481,55298,6.0,1,0,77.62,228
19482,16734,9.9,0,1,36.82,220
19483,2430,2.1,0,0,39.35,118
19484,20254,2.6,0,0,22.11,350
19485,54314,4.4,1,0,4.6,205
19486,128116,11.5,1,0,14.0,434
19487,3930,5.6,0,0,19.65,97
19488,99614,7.8,0,1,43.0,242
19489,88451,6.1,1,0,66.63,331
19490,8019,3.7,1,0,89.98,433
19491,1581,9.4,0,0,14.96,243
19492,46279,8.9,0,0,97.85,208
19493,31630,8.2,0,0,23.31,256
19494,3251,6.1,1,0,65.61,416
19495,148612,6.6,1,0,86.32,109
19496,2643,5.6,1,0,13.75,73
19497,2071,8.1,0,0,63.73,330
19498,5548,3.0,0,0,35.34,224
19499,85935,5.5,1,0,96.63,49
19500,4503,9.6,0,0,99.74,327
19501,65617,3.0,0,1,10.3,373
19502,147050,10.3,1,0,48.19,156
19503,46088,2.8,0,0,76.94,287
19504,7057,4.8,1,0,57.83,397
19505,60450,4.2,1,0,50.75,236
19506,74544,7.1,0,1,63.32,319
19507,37724,4.2,0,0,31.17,155
19508,9868,5.6,0,0,5.08,395
19509,4574,1.8,0,0,85.17,147
19510,281932,7.4,0,0,42.97,136
19511,2899084,61.2,1,0,5.77,276
19512,8592,1.6,1,0,21.54,356
19513,8168,10.0,0,0,16.1,77
19514,56243,11.0,0,0,72.91,130
19515,9360,3.9,0,0,91.78,453
19516,33432,4.2,0,0,81.68,407
19517,44156,8.1,0,0,78.98,312
19518,58646,3.2,0,1,69.01,208
19519,11531,2.2,1,0,58.82,304
19520,3509,2.6,0,0,44.76,242
19521,94061,10.0,0,0,83.47,29
19522,83785,8.9,0,0,71.81,334
19523,309671,9.8,1,0,39.24,251
19524,169117,5.0,1,0,68.19,120
19525,5330,5.3,0,0,96.29,290
19526,35877,7.6,0,0,69.96,232
19527,18601,1.7,0,0,31.75,491
19528,29963,1.6,1,0,52.39,422
19529,6085,6.2,0,0,49.08,118
19530,11598,4.4,0,0,68.36,496
19531,1413,1.9,0,0,63.27,124
19532,5780,1.7,1,0,83.92,282
19533,1758,2.2,1,0,2.68,90
19534,10661,3.1,0,0,4.46,26
19535,21716,3.8,0,1,27.12,385
19536,22061,7.4,1,0,6.85,400
19537,69349,11.0,1,0,76.04,412
19538,22911,9.3,0,0,79.5,30
19539,1341614,31.9,1,0,78.59,279
19540,24428,8.9,1,0,97.31,81
19541,9403,3.6,0,0,61.41,480
19542,4465,1.1,0,0,34.23,283
19543,28434,4.5,0,1,87.35,142
19544,268278,7.9,0,1,44.6,455
19545,175778,11.4,0,0,85.67,51
19546,46131,5.8,0,1,80.45,273
19547,29344,1.9,0,0,0.97,495
19548,13495151,271.8,1,0,42.9,151
19549,162286,5.5,0,0,14.8,87
19550,38683,10.0,0,0,39.06,331
19551,2702,8.7,0,0,3.09,151
19552,21917,2.9,0,1,48.32,371
19553,2209,3.8,0,0,85.84,92
19554,179441,13.6,1,0,68.08,135
19555,240238,10.1,0,0,55.45,204
19556,108718,9.0,1,0,69.36,304
19557,12231,7.8,0,0,77.47,152
19558,86069,10.0,0,1,89.39,181
19559,12923,6.2,0,0,61.8,421
19560,3591,4.5,1,0,18.75,268
19561,9649,4.3,1,0,94.79,122
19562,212162,10.6,0,1,0.48,456
19563,246089,10.2,0,1,84.75,18
19564,68059,6.4,0,1,4.37,222
19565,7680,6.5,1,0,46.87,61
19566,19663,4.5,0,0,46.82,64
19567,29155,4.0,1,0,84.41,285
19568,51867,5.4,0,0,45.53,433
19569,153734,8.9,0,1,16.61,300
19570,3168,1.9,0,0,11.53,219
19571,232315,7.7,1,0,84.57,302
19572,49451,9.3,0,0,69.6,143
19573,57460,6.3,0,0,17.27,437
19574,646946,20.6,1,0,23.84,458
19575,68849,3.7,0,0,12.07,216
19576,22253,3.5,0,1,63.75,152
19577,5063,8.2,0,0,17.58,16
19578,228455,6.9,0,1,6.91,227
19579,5731,4.8,1,0,32.05,163
19580,32873,2.0,1,0,39.58,164
19581,3851,8.1,0,0,0.49,468
19582,587947,13.2,1,0,35.01,101
19583,56083,6.0,0,0,75.7,29
19584,30528,7.8,1,0,56.66,18
19585,331411,13.6,0,1,96.93,305
19586,50766,9.2,0,0,23.32,196
19587,40373,5.8,0,0,85.98,76
19588,20782,3.4,0,0,50.56,40
19589,2020,5.9,0,0,4.73,273
19590,58270,5.7,0,0,2.9,137
19591,4821,3.1,0,0,12.7,321
19592,91066,11.7,0,1,43.36,320
19593,271864,8.3,0,1,75.37,434
19594,21814,7.5,0,1,23.59,429
19595,3761,7.7,1,0,68.42,189
19596,73522,4.5,1,0,86.9,68
19597,3049,6.8,0,0,54.58,333
19598,53739,3.8,1,0,99.75,441
19599,9143,3.9,0,0,39.18,58
19600,27056,2.8,0,0,64.15,276
19601,9494,8.7,1,0,10.18,206
19602,162024,6.7,0,1,47.94,283
19603,15845,5.6,1,0,22.91,344
19604,35947,8.9,0,0,29.09,400
19605,25016,3.5,0,0,78.06,378
19606,91867,2.9,1,0,31.02,496
19607,40408,9.5,0,0,71.4,71
19608,56929,11.1,1,0,17.33,168
19609,10495,9.1,0,0,57.64,13
19610,3965,3.9,0,0,2.66,172
19611,153423,9.3,0,1,77.6,128
19612,18745,10.1,0,1,63.48,81
19613,164498,10.0,0,1,11.69,260
19614,46821,10.6,1,0,78.37,460
19615,13876,5.8,0,0,24.44,278
19616,32590,7.9,0,1,75.47,19
19617,323865,10.8,0,0,2.62,52
19618,18191,6.6,1,0,82.65,334
19619,119142,9.8,0,0,6.52,370
19620,96804,5.1,0,0,6.35,44
19621,151203,12.2,0,0,84.0,121
19622,587332,17.0,1,0,9.02,499
19623,319474,13.9,1,0,22.46,220
19624,43616,2.4,0,0,38.83,301
19625,298369,10.8,0,1,77.62,159
19626,27138,9.0,1,0,49.98,124
19627,28030,8.2,0,1,90.07,142
19628,40403,7.0,0,0,70.07,424
19629,5244,5.6,0,0,16.52,185
19630,35853,7.9,0,0,9.74,207
19631,98103,8.6,1,0,52.9,466
19632,378524,17.4,0,1,42.74,88
19633,143781,5.7,0,0,8.58,384
19634,56473,4.3,1,0,34.27,53
19635,259950,6.6,1,0,59.05,431
19636,56124,3.9,0,0,72.11,242
19637,543993,15.5,0,1,97.19,175
19638,346330,13.0,0,1,90.54,206
19639,828048,20.7,1,0,60.22,156
19640,39208,8.2,1,0,34.48,282
19641,4621,3.4,1,0,27.32,54
19642,8052,1.5,0,0,99.65,350
19643,304896,11.0,1,0,91.14,65
19644,58461,10.5,1,0,46.83,234
19645,13031,5.2,0,0,14.4,148
19646,11110,6.6,0,0,18.35,442
19647,56571,4.8,0,1,59.8,105
19648,24039,10.3,0,0,47.23,356
19649,15223,7.8,0,0,50.73,243
19650,109543,4.1,0,1,62.63,245
19651,9194,6.6,1,0,39.35,164
19652,96170,4.1,1,0,30.91,120
19653,33738,3.4,0,0,59.11,419
19654,6886,6.9,1,0,4.46,399
19655,907937,26.8,1,0,57.03,359
19656,13771,6.2,0,0,87.94,133
19657,31355,5.0,1,0,89.29,455
19658,93967,8.8,0,0,95.24,418
19659,38522,2.0,0,0,75.12,446
19660,2341735,54.3,1,0,32.4,243
19661,95969,10.1,0,0,15.06,66
19662,15036,8.4,0,1,95.81,88
19663,80694,4.0,0,1,48.01,122
19664,35277,10.0,1,0,19.69,128
19665,35591,8.5,0,0,81.03,244
19666,3371,1.9,0,0,83.13,146
19667,233275,10.6,1,0,78.55,10
19668,44060,7.6,0,1,97.71,297
19669,14591,5.2,0,1,50.94,106
19670,6650,8.5,0,0,94.38,7
19671,8031,9.2,0,0,36.52,270
19672,466715,17.7,0,0,79.96,170
19673,100978,7.3,0,0,54.2,212
19674,31177,1.8,0,0,16.95,53
19675,1338,2.4,1,0,94.19,403
19676,2388993,52.9,1,0,50.09,208
19677,876,2.3,0,0,33.51,84
19678,57010,2.7,1,0,23.16,409
19679,16316,2.9,0,1,8.84,359
19680,3809,6.2,0,0,43.74,173
19681,363925,11.1,0,0,67.86,5
19682,44883,10.0,1,0,35.7,398
19683,40827,7.5,0,0,23.52,70
19684,29194,2.4,0,0,59.19,83
19685,13947,4.9,0,1,8.46,160
19686,745758,20.7,1,0,49.72,434
19687,2386318,49.5,1,0,25.03,485
19688,697485,23.0,1,0,78.3,426
19689,75037,7.8,0,0,45.6,266
19690,65863,9.2,1,0,36.25,32
19691,96217,3.5,0,1,29.65,164
19692,14261,1.5,0,1,33.56,202
19693,384622,9.4,0,1,94.81,288
19694,22079,1.7,1,0,33.14,455
19695,32268,8.3,0,0,6.85,32
19696,303568,11.1,1,0,34.76,276
19697,18392,9.0,0,0,48.37,267
19698,122074,7.6,0,0,94.38,425
19699,25583,6.6,1,0,28.62,112
19700,5089,1.6,0,0,12.27,189
19701,22547,2.5,0,0,99.07,178
19702,54496,9.6,1,0,98.54,187
19703,103673,7.2,1,0,36.04,397
19704,17910,4.1,0,0,43.52,349
19705,62786,5.1,0,0,13.74,327
19706,317518,12.7,1,0,24.06,290
19707,3097,6.1,1,0,41.15,372
19708,103800,9.6,1,0,44.48,105
19709,153905,7.5,0,1,2.12,209
19710,7781,5.0,0,0,32.05,433
19711,33833,6.9,1,0,56.37,302
19712,141533,8.9,0,1,53.41,299
19713,655099,17.2,1,0,86.25,404
19714,252613,12.3,0,1,77.03,273
19715,287870,13.0,1,0,67.27,120
19716,162442,6.9,0,1,77.16,329
19717,63149,8.3,0,1,4.95,213
19718,41924,10.2,0,0,33.39,426
19719,54651,9.3,0,0,88.41,147
19720,26118,6.3,1,0,45.51,62
19721,115648,8.7,1,0,7.76,13
19722,59774,6.0,1,0,36.44,254
19723,24161,8.5,1,0,41.68,417
19724,28608,1.9,1,0,93.81,340
19725,13723,4.7,1,0,38.93,440
19726,82516,2.8,0,0,61.36,104
19727,15314,2.0,0,1,54.07,285
19728,334704,13.5,0,1,19.11,461
19729,171444,6.8,0,0,99.56,324
19730,27111,7.1,0,0,65.16,247
19731,63629,7.9,1,0,89.96,489
19732,19643,4.4,1,0,11.01,457
19733,4835850,99.4,1,0,12.6,218
19734,51254,8.5,1,0,92.9,195
19735,13416,5.6,1,0,84.04,297
19736,22272,6.9,1,0,74.12,429
19737,24564,6.9,1,0,24.5,277
19738,75946,3.9,0,0,6.23,376
19739,13307,2.5,0,0,77.91,308
19740,92291,7.9,1,0,86.0,306
19741,84314,11.4,1,0,14.91,136
19742,171218,9.6,1,0,34.86,413
19743,88419,3.5,1,0,58.02,305
19744,987389,27.6,1,0,47.79,499
19745,3280,4.6,0,0,76.84,335
19746,9472,3.1,0,0,94.35,256
19747,8985,4.7,0,0,12.45,191
19748,13483,3.3,0,0,66.26,373
19749,2462,5.4,0,0,68.85,173
19750,7924,4.0,0,0,21.36,491
19751,6840,1.8,0,0,72.04,390
19752,1022915,29.9,0,1,48.68,467
19753,41525,10.1,0,1,95.27,288
19754,7887,3.8,0,0,17.29,477
19755,83517,4.1,0,0,0.97,88
19756,65517,3.2,1,0,33.06,78
19757,26753,6.4,1,0,33.58,152
19758,630279,14.9,1,0,79.62,127
19759,42802,4.1,0,0,12.49,425
19760,19398,2.7,1,0,82.89,163
19761,15730,5.7,0,0,6.79,224
19762,15214,2.4,0,0,16.43,404
19763,18280,3.0,0,0,59.63,293
19764,29640,6.0,1,0,76.97,377
19765,33586,3.2,1,0,6.11,404
19766,4050,2.4,1,0,65.9,91
19767,18626,4.3,1,0,91.24,203
19768,15298,10.3,0,1,65.42,358
19769,22027,7.8,0,0,75.45,169
19770,20846,2.8,1,0,51.09,321
19771,2531,2.4,0,0,24.89,365
19772,5875,6.5,0,0,72.3,294
19773,732152,19.1,0,1,57.38,427
19774,8894,3.6,0,0,14.46,496
19775,54794,3.8,0,0,97.0,224
19776,65939,7.9,1,0,89.38,11
19777,5077,5.3,1,0,94.16,131
19778,339922,15.2,1,0,13.55,497
19779,58275,8.2,1,0,70.88,310
19780,9842,6.5,0,0,27.27,190
19781,207174,8.6,0,1,4.7,268
19782,207165,10.4,0,0,18.94,434
19783,7574,5.7,1,0,83.35,286
19784,174605,7.5,0,1,15.68,418
19785,8266,7.7,0,0,56.59,21
19786,8333,8.1,0,0,42.16,149
19787,38344,8.3,1,0,6.97,216
19788,44716,9.2,0,1,73.25,429
19789,97885,7.5,0,0,62.79,226
19790,299801,9.2,0,0,91.53,117
19791,20312,3.9,0,1,87.1,80
19792,394649,16.0,1,0,0.09,471
19793,141409,11.1,1,0,5.46,350
19794,632333,17.4,0,1,60.81,203
19795,21473,1.6,0,0,58.0,221
19796,8259,2.9,0,0,17.2,203
19797,38589,7.8,0,0,31.13,356
19798,3939,6.6,1,0,32.41,328
19799,31109,6.2,0,0,20.79,448
19800,13205,8.6,1,0,95.65,150
19801,18806,1.5,0,0,92.41,196
19802,57005,3.5,0,1,24.59,423
19803,80869,4.0,1,0,78.91,287
19804,17665,7.2,0,0,77.54,167
19805,29663,6.8,1,0,8.48,252
19806,9693,2.3,0,0,85.22,423
19807,20869,1.6,0,0,86.85,459
19808,50004,7.7,0,1,64.68,421
19809,20184,1.6,0,0,62.84,372
19810,110739,5.4,1,0,95.46,289
19811,377806,16.8,0,1,72.99,248
19812,225492,7.0,0,0,89.25,478
19813,2588,7.4,0,0,40.06,101
19814,9234,2.1,1,0,3.13,274
19815,93084,6.8,1,0,64.03,86
19816,19677,5.6,1,0,20.05,406
19817,1618468,35.3,0,0,96.1,132
19818,27691,2.2,0,0,40.87,203
19819,12610,3.7,1,0,9.43,195
19820,62806,4.2,0,0,92.43,225
19821,929056,28.3,1,0,68.76,497
19822,8171,1.4,1,0,6.27,171
19823,21808,8.2,0,0,9.06,412
19824,270655,7.8,1,0,54.89,52
19825,3318338,72.9,1,0,39.44,92
19826,31697,3.2,0,0,47.77,213
19827,58384,3.4,1,0,46.31,88
19828,8342,5.5,1,0,40.07,440
19829,28747,5.2,0,0,20.56,195
19830,17676,4.8,0,0,30.81,177
19831,8182,1.4,0,0,64.03,5
19832,13466,2.8,1,0,25.25,236
19833,144185,8.6,1,0,27.45,223
19834,9450,1.9,0,0,79.01,124
19835,2614,4.0,1,0,66.62,486
19836,13601,2.0,0,1,64.36,253
19837,308493,12.0,1,0,20.72,33
19838,22694,7.2,1,0,58.42,29
19839,198280,8.5,0,1,95.28,364
19840,16617,9.0,0,0,24.13,119
19841,3242,3.3,0,0,30.91,22
19842,31971,5.8,0,0,21.83,84
19843,3207,6.3,0,0,30.16,413
19844,64303,6.6,0,0,59.12,436
19845,52694,10.8,0,0,54.89,59
19846,37518,2.6,0,1,81.46,178
19847,33517,4.8,0,1,89.29,82
19848,10236,1.9,0,1,90.55,198
19849,10933,5.4,0,1,55.08,369
19850,322931,12.0,1,0,60.65,135
19851,4985,6.3,1,0,11.16,325
19852,7450,7.6,1,0,86.85,79
19853,3785184,81.1,0,1,93.69,360
19854,1483002,39.3,1,0,13.34,87
19855,134210,9.0,1,0,44.16,135
19856,67399,2.6,0,0,67.12,435
19857,285798,14.0,0,1,4.35,111
19858,1739,6.7,0,0,83.61,173
19859,19708,3.2,0,0,15.04,139
19860,9529,8.1,0,0,60.41,89
19861,3635,5.4,0,0,18.86,389
19862,2432,1.6,0,0,27.03,340
19863,18314,3.9,1,0,65.82,255
19864,2295,1.9,0,0,98.51,288
19865,16975,7.0,0,0,35.79,352
19866,9572,5.2,0,0,7.93,45
19867,222612,7.7,1,0,62.15,150
19868,269518,13.5,1,0,78.41,33
19869,34832,3.5,0,0,20.39,179
19870,3578,3.7,0,0,24.44,275
19871,55300,10.6,0,0,13.99,91
19872,278024,9.2,0,1,16.23,455
19873,15741,7.6,1,0,31.56,405
19874,36144,8.7,1,0,94.63,179
19875,39897,6.2,1,0,26.53,307
19876,65089,10.4,0,1,15.42,462
19877,42559,9.5,0,1,65.81,9
19878,37385,10.5,1,0,27.3,204
19879,166162,10.5,1,0,59.54,237
19880,62715,6.6,0,1,37.25,317
19881,2332,2.7,0,0,5.33,109
19882,3660,5.6,0,0,73.17,257
19883,239175,11.7,0,0,60.39,249
19884,31285,5.6,0,1,36.39,51
19885,4070,4.0,0,0,46.63,195
19886,58691,10.8,1,0,44.9,123
19887,61115,3.6,0,0,0.23,398
19888,9245,8.4,0,0,14.99,350
19889,15124,2.6,0,0,60.71,322
19890,3309,8.3,0,0,60.47,134
19891,646088,14.6,0,1,49.34,304
19892,13507,1.5,0,1,18.32,440
19893,33003,1.9,0,0,76.51,192
19894,1086989,26.8,0,1,67.96,199
19895,61067,5.3,0,1,49.32,71
19896,8538,4.1,0,0,57.3,302
19897,2556,8.6,1,0,7.77,283
19898,22490,3.2,0,0,56.33,371
19899,87780,6.7,0,0,7.67,354
19900,124180,12.0,1,0,89.93,410
19901,265754,7.0,1,0,29.79,111
19902,206122,14.0,0,1,6.69,328
19903,9754,5.3,0,1,67.28,321
19904,547233,15.1,0,1,80.5,450
19905,49761,7.3,0,1,97.46,89
19906,133933,9.6,1,0,25.07,160
19907,41202,2.2,1,0,7.21,467
19908,46371,6.6,0,0,38.85,490
19909,3156,5.0,0,0,63.16,263
19910,22069,8.6,0,0,32.61,469
19911,21717,1.9,1,0,87.47,67
19912,547507,12.2,0,1,7.11,31
19913,10851,7.2,0,0,62.38,156
19914,511729,18.5,1,0,40.63,80
19915,34865,6.3,0,1,19.47,398
19916,74416,8.4,0,0,60.55,445
19917,93400,6.6,1,0,30.79,369
19918,49533,5.1,1,0,34.42,351
19919,57462,9.2,0,0,41.08,70
19920,35665,3.4,0,0,98.71,366
19921,37513,8.9,1,0,89.87,279
19922,60409,7.6,1,0,17.21,119
19923,5618,2.6,0,0,39.92,434
19924,5870,3.6,0,0,89.78,244
19925,47768,4.0,0,1,18.74,296
19926,7669,3.1,0,0,71.36,364
19927,34239,8.1,0,0,53.39,57
19928,48702,6.5,1,0,88.63,83
19929,33888,8.8,0,0,10.93,308
19930,38196,1.9,0,0,92.28,301
19931,25800,9.9,1,0,50.17,161
19932,417652,17.7,0,0,88.61,87
19933,21679,5.2,1,0,90.0,46
19934,10182,6.4,0,0,31.03,43
19935,5412,6.3,0,0,31.49,210
19936,148740,7.0,1,0,80.66,274
19937,130508,4.5,0,0,12.81,142
19938,95451,3.5,0,0,3.5,110
19939,157467,6.3,1,0,15.0,273
19940,142989,6.4,0,1,63.61,364
