incident_id,company_id,breach_type,total_loss_val,records_stolen,forensics_retained,post_breach_pr_cost,is_claim_filed
INC-028368,28369,Phishing,4296950.78,26351.0,1.0,214847.54,1
,28370,,,,,,0
INC-028370,28371,Insider Threat,36438173.21,241502.0,1.0,1821908.66,1
INC-028371,28372,Ransomware,5858705.84,37769.0,1.0,292935.29,1
,28373,,,,,,0
,28374,,,,,,0
,28375,,,,,,0
,28376,,,,,,0
INC-028376,28377,DDoS,744488.05,2957.0,1.0,37224.4,1
INC-028377,28378,Ransomware,1642744.89,8074.0,1.0,82137.24,1
,28379,,,,,,0
,28380,,,,,,0
INC-028380,28381,Phishing,40718479.45,270821.0,1.0,2035923.97,1
INC-028381,28382,Insider Threat,1660218.28,9577.0,1.0,83010.91,1
,28383,,,,,,0
,28384,,,,,,0
,28385,,,,,,0
,28386,,,,,,0
,28387,,,,,,0
,28388,,,,,,0
INC-028388,28389,DDoS,1346324.68,5911.0,1.0,67316.23,1
,28390,,,,,,0
INC-028390,28391,Phishing,5301989.2,34576.0,1.0,265099.46,1
,28392,,,,,,0
INC-028392,28393,Insider Threat,1090255.57,4476.0,1.0,54512.78,1
,28394,,,,,,0
,28395,,,,,,0
INC-028395,28396,Ransomware,8239231.16,53276.0,1.0,411961.56,1
,28397,,,,,,0
,28398,,,,,,0
INC-028398,28399,Phishing,1762846.02,11120.0,1.0,88142.3,1
INC-028399,28400,Ransomware,16381194.85,108585.0,1.0,819059.74,1
,28401,,,,,,0
,28402,,,,,,0
,28403,,,,,,0
,28404,,,,,,0
INC-028404,28405,DDoS,6375132.18,41333.0,1.0,318756.61,1
,28406,,,,,,0
,28407,,,,,,0
INC-028407,28408,Phishing,28830677.83,189500.0,1.0,1441533.89,1
,28409,,,,,,0
,28410,,,,,,0
,28411,,,,,,0
,28412,,,,,,0
INC-028412,28413,DDoS,1577104.76,7317.0,1.0,78855.24,1
,28414,,,,,,0
INC-028414,28415,DDoS,4575274.03,27951.0,1.0,228763.7,1
,28416,,,,,,0
,28417,,,,,,0
,28418,,,,,,0
,28419,,,,,,0
,28420,,,,,,0
,28421,,,,,,0
,28422,,,,,,0
INC-028422,28423,Phishing,2424388.97,14470.0,1.0,121219.45,1
,28424,,,,,,0
,28425,,,,,,0
,28426,,,,,,0
INC-028426,28427,DDoS,836494.15,3081.0,1.0,41824.71,1
INC-028427,28428,DDoS,8196276.27,52618.0,1.0,409813.81,1
,28429,,,,,,0
INC-028429,28430,Ransomware,5202328.68,33814.0,1.0,260116.43,1
INC-028430,28431,Insider Threat,124831933.08,829837.0,1.0,6241596.65,1
,28432,,,,,,0
,28433,,,,,,0
,28434,,,,,,0
INC-028434,28435,Insider Threat,295949.25,751.0,1.0,14797.46,1
,28436,,,,,,0
,28437,,,,,,0
,28438,,,,,,0
,28439,,,,,,0
,28440,,,,,,0
,28441,,,,,,0
,28442,,,,,,0
INC-028442,28443,Insider Threat,18478991.26,122813.0,1.0,923949.56,1
INC-028443,28444,DDoS,3456525.95,20140.0,1.0,172826.3,1
,28445,,,,,,0
,28446,,,,,,0
INC-028446,28447,Phishing,628803.42,3527.0,1.0,31440.17,1
,28448,,,,,,0
INC-028448,28449,DDoS,2226753.46,13921.0,1.0,111337.67,1
,28450,,,,,,0
,28451,,,,,,0
,28452,,,,,,0
,28453,,,,,,0
,28454,,,,,,0
INC-028454,28455,Insider Threat,6505857.96,42345.0,1.0,325292.9,1
INC-028455,28456,DDoS,607689.33,1220.0,1.0,30384.47,1
,28457,,,,,,0
INC-028457,28458,Insider Threat,24788789.7,163871.0,1.0,1239439.49,1
,28459,,,,,,0
,28460,,,,,,0
,28461,,,,,,0
INC-028461,28462,Phishing,7279264.9,46681.0,1.0,363963.25,1
INC-028462,28463,DDoS,7615751.8,49593.0,1.0,380787.59,1
,28464,,,,,,0
,28465,,,,,,0
,28466,,,,,,0
,28467,,,,,,0
,28468,,,,,,0
INC-028468,28469,DDoS,18998064.81,123938.0,1.0,949903.24,1
,28470,,,,,,0
,28471,,,,,,0
,28472,,,,,,0
,28473,,,,,,0
INC-028473,28474,Phishing,845744.54,2756.0,1.0,42287.23,1
,28475,,,,,,0
,28476,,,,,,0
,28477,,,,,,0
INC-028477,28478,Phishing,11596845.6,74562.0,1.0,579842.28,1
INC-028478,28479,DDoS,4679025.99,29699.0,1.0,233951.3,1
INC-028479,28480,Ransomware,21979594.32,144726.0,1.0,1098979.72,1
INC-028480,28481,Insider Threat,826980.57,2267.0,1.0,41349.03,1
,28482,,,,,,0
,28483,,,,,,0
,28484,,,,,,0
,28485,,,,,,0
INC-028485,28486,DDoS,847042.68,4896.0,1.0,42352.13,1
,28487,,,,,,0
INC-028487,28488,Insider Threat,784976.64,4108.0,1.0,39248.83,1
,28489,,,,,,0
INC-028489,28490,Phishing,27663064.93,183524.0,1.0,1383153.25,1
INC-028490,28491,Phishing,1709615.06,10993.0,1.0,85480.75,1
INC-028491,28492,Insider Threat,4874811.04,29184.0,1.0,243740.55,1
INC-028492,28493,Ransomware,6376357.59,41833.0,1.0,318817.88,1
INC-028493,28494,DDoS,19049485.67,125538.0,1.0,952474.28,1
,28495,,,,,,0
,28496,,,,,,0
,28497,,,,,,0
INC-028497,28498,Phishing,1877709.6,11067.0,1.0,93885.48,1
INC-028498,28499,Insider Threat,13964694.32,92615.0,1.0,698234.72,1
,28500,,,,,,0
INC-028500,28501,Ransomware,4268149.32,26067.0,1.0,213407.47,1
,28502,,,,,,0
INC-028502,28503,DDoS,5185694.32,33259.0,1.0,259284.72,1
INC-028503,28504,Phishing,13454760.19,89187.0,1.0,672738.01,1
,28505,,,,,,0
INC-028505,28506,Ransomware,7065216.86,43983.0,1.0,353260.84,1
,28507,,,,,,0
,28508,,,,,,0
,28509,,,,,,0
,28510,,,,,,0
,28511,,,,,,0
,28512,,,,,,0
,28513,,,,,,0
,28514,,,,,,0
INC-028514,28515,Insider Threat,46127405.89,305740.0,1.0,2306370.29,1
INC-028515,28516,Insider Threat,991986.85,5100.0,1.0,49599.34,1
,28517,,,,,,0
,28518,,,,,,0
,28519,,,,,,0
,28520,,,,,,0
INC-028520,28521,Phishing,1849116.57,10764.0,1.0,92455.83,1
,28522,,,,,,0
,28523,,,,,,0
,28524,,,,,,0
,28525,,,,,,0
,28526,,,,,,0
,28527,,,,,,0
,28528,,,,,,0
,28529,,,,,,0
INC-028529,28530,Ransomware,482281.78,2220.0,1.0,24114.09,1
,28531,,,,,,0
INC-028531,28532,DDoS,2299783.84,13236.0,1.0,114989.19,1
INC-028532,28533,Insider Threat,494685.5,1261.0,1.0,24734.28,1
,28534,,,,,,0
,28535,,,,,,0
,28536,,,,,,0
,28537,,,,,,0
,28538,,,,,,0
INC-028538,28539,DDoS,18419508.72,121023.0,1.0,920975.44,1
,28540,,,,,,0
INC-028540,28541,Ransomware,1084054.82,5261.0,1.0,54202.74,1
,28542,,,,,,0
,28543,,,,,,0
,28544,,,,,,0
INC-028544,28545,DDoS,8277594.06,54601.0,1.0,413879.7,1
,28546,,,,,,0
,28547,,,,,,0
,28548,,,,,,0
,28549,,,,,,0
INC-028549,28550,Insider Threat,671062.74,1810.0,1.0,33553.14,1
,28551,,,,,,0
INC-028551,28552,Insider Threat,2650347.64,15907.0,1.0,132517.38,1
,28553,,,,,,0
INC-028553,28554,Phishing,579169.93,3423.0,1.0,28958.5,1
,28555,,,,,,0
,28556,,,,,,0
INC-028556,28557,DDoS,1672647.69,10033.0,1.0,83632.38,1
,28558,,,,,,0
,28559,,,,,,0
,28560,,,,,,0
INC-028560,28561,Ransomware,39531021.21,260838.0,1.0,1976551.06,1
INC-028561,28562,Phishing,1158044.96,5033.0,1.0,57902.25,1
INC-028562,28563,Ransomware,5596495.57,35856.0,1.0,279824.78,1
,28564,,,,,,0
,28565,,,,,,0
INC-028565,28566,Phishing,591975.2,1832.0,1.0,29598.76,1
INC-028566,28567,Ransomware,21650649.65,142096.0,1.0,1082532.48,1
INC-028567,28568,Ransomware,34138605.01,226093.0,1.0,1706930.25,1
,28569,,,,,,0
,28570,,,,,,0
,28571,,,,,,0
,28572,,,,,,0
INC-028572,28573,DDoS,3409329.85,19983.0,1.0,170466.49,1
,28574,,,,,,0
,28575,,,,,,0
,28576,,,,,,0
,28577,,,,,,0
INC-028577,28578,Insider Threat,7593090.61,47904.0,1.0,379654.53,1
,28579,,,,,,0
INC-028579,28580,Insider Threat,11269890.45,73814.0,1.0,563494.52,1
,28581,,,,,,0
INC-028581,28582,DDoS,4686211.28,29406.0,1.0,234310.56,1
INC-028582,28583,Ransomware,5738963.63,35014.0,1.0,286948.18,1
INC-028583,28584,Insider Threat,489084.21,1646.0,1.0,24454.21,1
,28585,,,,,,0
,28586,,,,,,0
INC-028586,28587,Ransomware,1643665.21,10418.0,1.0,82183.26,1
,28588,,,,,,0
,28589,,,,,,0
,28590,,,,,,0
,28591,,,,,,0
,28592,,,,,,0
,28593,,,,,,0
,28594,,,,,,0
,28595,,,,,,0
,28596,,,,,,0
INC-028596,28597,Ransomware,342900836.25,2283403.0,1.0,17145041.81,1
,28598,,,,,,0
INC-028598,28599,Ransomware,1092926.06,5497.0,1.0,54646.3,1
,28600,,,,,,0
INC-028600,28601,Ransomware,1911513.42,10044.0,1.0,95575.67,1
INC-028601,28602,Ransomware,4423613.86,26785.0,1.0,221180.69,1
INC-028602,28603,Phishing,1433933.75,8017.0,1.0,71696.69,1
INC-028603,28604,Ransomware,2235189.91,14239.0,1.0,111759.5,1
,28605,,,,,,0
,28606,,,,,,0
,28607,,,,,,0
,28608,,,,,,0
,28609,,,,,,0
INC-028609,28610,Phishing,3251352.52,19211.0,1.0,162567.63,1
,28611,,,,,,0
,28612,,,,,,0
INC-028612,28613,Ransomware,2444406.8,14162.0,1.0,122220.34,1
,28614,,,,,,0
INC-028614,28615,Ransomware,56467305.4,376006.0,1.0,2823365.27,1
INC-028615,28616,Insider Threat,31753590.97,209723.0,1.0,1587679.55,1
,28617,,,,,,0
,28618,,,,,,0
INC-028618,28619,DDoS,14384747.02,93028.0,1.0,719237.35,1
INC-028619,28620,DDoS,364615.51,1568.0,1.0,18230.78,1
,28621,,,,,,0
,28622,,,,,,0
,28623,,,,,,0
,28624,,,,,,0
,28625,,,,,,0
,28626,,,,,,0
INC-028626,28627,Insider Threat,3150146.89,18458.0,1.0,157507.34,1
,28628,,,,,,0
,28629,,,,,,0
,28630,,,,,,0
,28631,,,,,,0
,28632,,,,,,0
,28633,,,,,,0
,28634,,,,,,0
INC-028634,28635,DDoS,2198768.57,12685.0,1.0,109938.43,1
,28636,,,,,,0
,28637,,,,,,0
,28638,,,,,,0
INC-028638,28639,Insider Threat,624162.12,2491.0,1.0,31208.11,1
,28640,,,,,,0
,28641,,,,,,0
,28642,,,,,,0
,28643,,,,,,0
,28644,,,,,,0
,28645,,,,,,0
INC-028645,28646,Ransomware,11865276.32,77484.0,1.0,593263.82,1
,28647,,,,,,0
,28648,,,,,,0
,28649,,,,,,0
INC-028649,28650,Ransomware,2798200.84,17184.0,1.0,139910.04,1
INC-028650,28651,Phishing,15743342.79,104174.0,1.0,787167.14,1
,28652,,,,,,0
INC-028652,28653,Ransomware,5543615.37,35912.0,1.0,277180.77,1
INC-028653,28654,DDoS,2477306.14,13635.0,1.0,123865.31,1
INC-028654,28655,Insider Threat,2988467.7,18540.0,1.0,149423.39,1
,28656,,,,,,0
,28657,,,,,,0
,28658,,,,,,0
INC-028658,28659,Ransomware,4514158.89,27868.0,1.0,225707.94,1
,28660,,,,,,0
,28661,,,,,,0
,28662,,,,,,0
,28663,,,,,,0
,28664,,,,,,0
,28665,,,,,,0
INC-028665,28666,Ransomware,449775.1,1782.0,1.0,22488.76,1
INC-028666,28667,Ransomware,54461664.79,362719.0,1.0,2723083.24,1
,28668,,,,,,0
,28669,,,,,,0
,28670,,,,,,0
INC-028670,28671,Phishing,2650347.77,16885.0,1.0,132517.39,1
INC-028671,28672,Insider Threat,494044.1,771.0,1.0,24702.21,1
,28673,,,,,,0
,28674,,,,,,0
,28675,,,,,,0
,28676,,,,,,0
,28677,,,,,,0
,28678,,,,,,0
INC-028678,28679,Phishing,1701251.83,8908.0,1.0,85062.59,1
,28680,,,,,,0
,28681,,,,,,0
,28682,,,,,,0
,28683,,,,,,0
,28684,,,,,,0
INC-028684,28685,Ransomware,7418269.21,47916.0,1.0,370913.46,1
INC-028685,28686,Insider Threat,1155649.97,4551.0,1.0,57782.5,1
INC-028686,28687,Insider Threat,79636834.41,530387.0,1.0,3981841.72,1
,28688,,,,,,0
,28689,,,,,,0
INC-028689,28690,Insider Threat,42504797.58,282044.0,1.0,2125239.88,1
,28691,,,,,,0
INC-028691,28692,DDoS,1166867.76,7258.0,1.0,58343.39,1
INC-028692,28693,Insider Threat,581757.95,1870.0,1.0,29087.9,1
,28694,,,,,,0
,28695,,,,,,0
,28696,,,,,,0
INC-028696,28697,Insider Threat,2499013.89,15220.0,1.0,124950.69,1
INC-028697,28698,DDoS,10942943.23,71143.0,1.0,547147.16,1
INC-028698,28699,Ransomware,341535.79,1037.0,1.0,17076.79,1
INC-028699,28700,Insider Threat,1008938.89,5544.0,1.0,50446.94,1
INC-028700,28701,Ransomware,785140.98,3408.0,1.0,39257.05,1
INC-028701,28702,DDoS,10245143.25,65299.0,1.0,512257.16,1
,28703,,,,,,0
INC-028703,28704,Insider Threat,12905963.12,82995.0,1.0,645298.16,1
,28705,,,,,,0
,28706,,,,,,0
INC-028706,28707,Ransomware,9162966.05,59941.0,1.0,458148.3,1
INC-028707,28708,Insider Threat,671130.85,2877.0,1.0,33556.54,1
INC-028708,28709,DDoS,2384391.28,12768.0,1.0,119219.56,1
INC-028709,28710,Ransomware,26647633.87,177212.0,1.0,1332381.69,1
INC-028710,28711,DDoS,456219.84,2507.0,1.0,22810.99,1
INC-028711,28712,Insider Threat,1839511.39,9369.0,1.0,91975.57,1
,28713,,,,,,0
INC-028713,28714,Phishing,4483345.37,26771.0,1.0,224167.27,1
,28715,,,,,,0
,28716,,,,,,0
,28717,,,,,,0
,28718,,,,,,0
INC-028718,28719,DDoS,2273813.91,13475.0,1.0,113690.7,1
INC-028719,28720,Phishing,21954945.79,143790.0,1.0,1097747.29,1
INC-028720,28721,Ransomware,9924214.66,64461.0,1.0,496210.73,1
,28722,,,,,,0
INC-028722,28723,Insider Threat,1404454.98,6754.0,1.0,70222.75,1
,28724,,,,,,0
INC-028724,28725,DDoS,2528689.5,13759.0,1.0,126434.48,1
,28726,,,,,,0
,28727,,,,,,0
,28728,,,,,,0
INC-028728,28729,DDoS,7399447.89,48896.0,1.0,369972.39,1
,28730,,,,,,0
INC-028730,28731,Insider Threat,2413619.39,15585.0,1.0,120680.97,1
INC-028731,28732,Insider Threat,5664751.5,36639.0,1.0,283237.58,1
INC-028732,28733,Insider Threat,601868.5,1084.0,1.0,30093.43,1
,28734,,,,,,0
,28735,,,,,,0
INC-028735,28736,DDoS,747295.36,2975.0,1.0,37364.77,1
INC-028736,28737,DDoS,551287.24,2311.0,1.0,27564.36,1
INC-028737,28738,Phishing,1462581.39,6563.0,1.0,73129.07,1
INC-028738,28739,Ransomware,1568450.69,8590.0,1.0,78422.53,1
INC-028739,28740,Phishing,791094.53,2358.0,1.0,39554.73,1
,28741,,,,,,0
,28742,,,,,,0
INC-028742,28743,Insider Threat,1264702.65,7383.0,1.0,63235.13,1
,28744,,,,,,0
INC-028744,28745,Insider Threat,29303516.99,193750.0,1.0,1465175.85,1
INC-028745,28746,Insider Threat,52205472.47,344846.0,1.0,2610273.62,1
INC-028746,28747,DDoS,653744.07,1656.0,1.0,32687.2,1
,28748,,,,,,0
,28749,,,,,,0
,28750,,,,,,0
,28751,,,,,,0
,28752,,,,,,0
,28753,,,,,,0
,28754,,,,,,0
,28755,,,,,,0
INC-028755,28756,Ransomware,659123.43,1832.0,1.0,32956.17,1
INC-028756,28757,Insider Threat,67287708.21,447698.0,1.0,3364385.41,1
,28758,,,,,,0
,28759,,,,,,0
,28760,,,,,,0
,28761,,,,,,0
,28762,,,,,,0
,28763,,,,,,0
,28764,,,,,,0
,28765,,,,,,0
,28766,,,,,,0
,28767,,,,,,0
,28768,,,,,,0
,28769,,,,,,0
,28770,,,,,,0
,28771,,,,,,0
,28772,,,,,,0
,28773,,,,,,0
INC-028773,28774,DDoS,2235397.39,12665.0,1.0,111769.87,1
INC-028774,28775,Insider Threat,1024472.25,5737.0,1.0,51223.61,1
,28776,,,,,,0
INC-028776,28777,Phishing,731205.37,3580.0,1.0,36560.27,1
,28778,,,,,,0
,28779,,,,,,0
,28780,,,,,,0
,28781,,,,,,0
INC-028781,28782,Ransomware,1964564.13,10963.0,1.0,98228.21,1
INC-028782,28783,DDoS,3611574.11,21010.0,1.0,180578.71,1
INC-028783,28784,Phishing,37131413.46,245139.0,1.0,1856570.67,1
INC-028784,28785,Insider Threat,673370.22,1763.0,1.0,33668.51,1
,28786,,,,,,0
,28787,,,,,,0
,28788,,,,,,0
INC-028788,28789,Ransomware,1077639.86,5523.0,1.0,53881.99,1
,28790,,,,,,0
,28791,,,,,,0
,28792,,,,,,0
INC-028792,28793,Phishing,2282385.42,12772.0,1.0,114119.27,1
INC-028793,28794,Ransomware,1087922.85,5324.0,1.0,54396.14,1
,28795,,,,,,0
,28796,,,,,,0
,28797,,,,,,0
,28798,,,,,,0
INC-028798,28799,Ransomware,1856601.64,9292.0,1.0,92830.08,1
INC-028799,28800,DDoS,3236169.32,20380.0,1.0,161808.47,1
INC-028800,28801,Phishing,15980413.85,103957.0,1.0,799020.69,1
INC-028801,28802,Insider Threat,5334346.73,33332.0,1.0,266717.34,1
,28803,,,,,,0
,28804,,,,,,0
INC-028804,28805,DDoS,3219612.51,19836.0,1.0,160980.63,1
,28806,,,,,,0
INC-028806,28807,Phishing,2475305.21,13294.0,1.0,123765.26,1
,28808,,,,,,0
,28809,,,,,,0
INC-028809,28810,Insider Threat,3679673.03,22027.0,1.0,183983.65,1
,28811,,,,,,0
INC-028811,28812,Insider Threat,10755828.92,70090.0,1.0,537791.45,1
INC-028812,28813,Phishing,18085052.12,118569.0,1.0,904252.61,1
,28814,,,,,,0
,28815,,,,,,0
,28816,,,,,,0
INC-028816,28817,DDoS,923000.48,3042.0,1.0,46150.02,1
,28818,,,,,,0
,28819,,,,,,0
INC-028819,28820,DDoS,24080883.07,157808.0,1.0,1204044.15,1
,28821,,,,,,0
,28822,,,,,,0
,28823,,,,,,0
INC-028823,28824,Phishing,2107289.78,12772.0,1.0,105364.49,1
,28825,,,,,,0
INC-028825,28826,Ransomware,2894063.44,17083.0,1.0,144703.17,1
INC-028826,28827,DDoS,2497546.66,13923.0,1.0,124877.33,1
,28828,,,,,,0
,28829,,,,,,0
INC-028829,28830,Phishing,514553.67,2439.0,1.0,25727.68,1
,28831,,,,,,0
INC-028831,28832,DDoS,537959.59,2341.0,1.0,26897.98,1
,28833,,,,,,0
,28834,,,,,,0
,28835,,,,,,0
,28836,,,,,,0
INC-028836,28837,Ransomware,630687.25,2376.0,1.0,31534.36,1
INC-028837,28838,DDoS,104592.46,347.0,1.0,5229.62,1
,28839,,,,,,0
INC-028839,28840,Ransomware,1639439.75,8530.0,1.0,81971.99,1
,28841,,,,,,0
INC-028841,28842,Ransomware,878673.15,4394.0,1.0,43933.66,1
INC-028842,28843,Phishing,32382360.77,213441.0,1.0,1619118.04,1
,28844,,,,,,0
,28845,,,,,,0
INC-028845,28846,Phishing,39672736.27,263001.0,1.0,1983636.81,1
INC-028846,28847,Phishing,1160429.15,6747.0,1.0,58021.46,1
,28848,,,,,,0
,28849,,,,,,0
INC-028849,28850,Phishing,710804.79,2541.0,1.0,35540.24,1
,28851,,,,,,0
,28852,,,,,,0
,28853,,,,,,0
,28854,,,,,,0
,28855,,,,,,0
,28856,,,,,,0
INC-028856,28857,Insider Threat,9705585.32,61876.0,1.0,485279.27,1
,28858,,,,,,0
,28859,,,,,,0
,28860,,,,,,0
,28861,,,,,,0
,28862,,,,,,0
,28863,,,,,,0
,28864,,,,,,0
,28865,,,,,,0
,28866,,,,,,0
INC-028866,28867,DDoS,2573493.72,14594.0,1.0,128674.69,1
,28868,,,,,,0
,28869,,,,,,0
INC-028869,28870,DDoS,2078680.35,11841.0,1.0,103934.02,1
,28871,,,,,,0
,28872,,,,,,0
,28873,,,,,,0
INC-028873,28874,Ransomware,25024423.32,164314.0,1.0,1251221.17,1
,28875,,,,,,0
INC-028875,28876,DDoS,38081902.45,251067.0,1.0,1904095.12,1
,28877,,,,,,0
,28878,,,,,,0
INC-028878,28879,Phishing,26142585.24,171487.0,1.0,1307129.26,1
,28880,,,,,,0
,28881,,,,,,0
,28882,,,,,,0
,28883,,,,,,0
INC-028883,28884,Ransomware,299499.65,1458.0,1.0,14974.98,1
,28885,,,,,,0
INC-028885,28886,Insider Threat,6136393.07,40525.0,1.0,306819.65,1
,28887,,,,,,0
,28888,,,,,,0
,28889,,,,,,0
INC-028889,28890,DDoS,2821056.8,17190.0,1.0,141052.84,1
INC-028890,28891,DDoS,36407345.68,241972.0,1.0,1820367.28,1
,28892,,,,,,0
,28893,,,,,,0
,28894,,,,,,0
,28895,,,,,,0
INC-028895,28896,Insider Threat,35856527.6,238630.0,1.0,1792826.38,1
,28897,,,,,,0
,28898,,,,,,0
,28899,,,,,,0
,28900,,,,,,0
INC-028900,28901,DDoS,27956525.6,185459.0,1.0,1397826.28,1
INC-028901,28902,Phishing,38711466.71,255635.0,1.0,1935573.34,1
INC-028902,28903,Insider Threat,2256694.91,13386.0,1.0,112834.75,1
,28904,,,,,,0
INC-028904,28905,Ransomware,29660727.61,195720.0,1.0,1483036.38,1
INC-028905,28906,Insider Threat,25924663.23,171109.0,1.0,1296233.16,1
,28907,,,,,,0
,28908,,,,,,0
,28909,,,,,,0
,28910,,,,,,0
,28911,,,,,,0
,28912,,,,,,0
,28913,,,,,,0
,28914,,,,,,0
,28915,,,,,,0
INC-028915,28916,Insider Threat,11799103.33,78133.0,1.0,589955.17,1
,28917,,,,,,0
,28918,,,,,,0
INC-028918,28919,DDoS,5343348.94,33654.0,1.0,267167.45,1
,28920,,,,,,0
,28921,,,,,,0
INC-028921,28922,DDoS,954629.5,4404.0,1.0,47731.48,1
,28923,,,,,,0
,28924,,,,,,0
,28925,,,,,,0
,28926,,,,,,0
,28927,,,,,,0
,28928,,,,,,0
INC-028928,28929,Phishing,415208.41,1950.0,1.0,20760.42,1
INC-028929,28930,Phishing,7007895.08,44441.0,1.0,350394.75,1
INC-028930,28931,Ransomware,30877735.1,202787.0,1.0,1543886.76,1
,28932,,,,,,0
INC-028932,28933,Ransomware,2118247.07,11485.0,1.0,105912.35,1
INC-028933,28934,Phishing,11523095.52,74663.0,1.0,576154.78,1
,28935,,,,,,0
,28936,,,,,,0
,28937,,,,,,0
,28938,,,,,,0
,28939,,,,,,0
INC-028939,28940,Insider Threat,3482996.14,20250.0,1.0,174149.81,1
INC-028940,28941,DDoS,4241034.83,27533.0,1.0,212051.74,1
,28942,,,,,,0
,28943,,,,,,0
,28944,,,,,,0
,28945,,,,,,0
INC-028945,28946,Insider Threat,31386013.02,207308.0,1.0,1569300.65,1
,28947,,,,,,0
,28948,,,,,,0
INC-028948,28949,Phishing,19672054.75,130361.0,1.0,983602.74,1
,28950,,,,,,0
,28951,,,,,,0
INC-028951,28952,Insider Threat,12297335.9,81392.0,1.0,614866.8,1
INC-028952,28953,Insider Threat,7640966.87,50421.0,1.0,382048.34,1
,28954,,,,,,0
INC-028954,28955,Insider Threat,2593613.11,15925.0,1.0,129680.66,1
INC-028955,28956,Ransomware,7970210.11,51789.0,1.0,398510.51,1
,28957,,,,,,0
INC-028957,28958,Insider Threat,6555364.92,40594.0,1.0,327768.25,1
INC-028958,28959,Phishing,188036243.66,1252230.0,1.0,9401812.18,1
,28960,,,,,,0
,28961,,,,,,0
,28962,,,,,,0
,28963,,,,,,0
,28964,,,,,,0
,28965,,,,,,0
,28966,,,,,,0
INC-028966,28967,Insider Threat,17444779.36,115779.0,1.0,872238.97,1
INC-028967,28968,Insider Threat,128398.66,295.0,1.0,6419.93,1
INC-028968,28969,Ransomware,464005.84,1270.0,1.0,23200.29,1
,28970,,,,,,0
,28971,,,,,,0
,28972,,,,,,0
,28973,,,,,,0
,28974,,,,,,0
INC-028974,28975,Phishing,4567107.0,27870.0,1.0,228355.35,1
INC-028975,28976,DDoS,3577450.69,21312.0,1.0,178872.53,1
,28977,,,,,,0
INC-028977,28978,Ransomware,3851197.45,25235.0,1.0,192559.87,1
,28979,,,,,,0
,28980,,,,,,0
,28981,,,,,,0
,28982,,,,,,0
INC-028982,28983,Insider Threat,191660.62,433.0,1.0,9583.03,1
,28984,,,,,,0
INC-028984,28985,Phishing,534749.94,2918.0,1.0,26737.5,1
,28986,,,,,,0
,28987,,,,,,0
INC-028987,28988,DDoS,16486917.28,106656.0,1.0,824345.86,1
,28989,,,,,,0
,28990,,,,,,0
,28991,,,,,,0
INC-028991,28992,Insider Threat,2397475.31,13096.0,1.0,119873.77,1
,28993,,,,,,0
,28994,,,,,,0
,28995,,,,,,0
,28996,,,,,,0
,28997,,,,,,0
,28998,,,,,,0
INC-028998,28999,Insider Threat,7114879.52,46873.0,1.0,355743.98,1
INC-028999,29000,DDoS,3581975.0,21700.0,1.0,179098.75,1
INC-029000,29001,Ransomware,1379515.87,7187.0,1.0,68975.79,1
,29002,,,,,,0
,29003,,,,,,0
,29004,,,,,,0
INC-029004,29005,Phishing,14087614.62,92776.0,1.0,704380.73,1
INC-029005,29006,DDoS,625526.54,3456.0,1.0,31276.33,1
INC-029006,29007,Ransomware,20044157.22,132823.0,1.0,1002207.86,1
,29008,,,,,,0
,29009,,,,,,0
INC-029009,29010,Insider Threat,5387075.53,33434.0,1.0,269353.78,1
,29011,,,,,,0
,29012,,,,,,0
,29013,,,,,,0
,29014,,,,,,0
,29015,,,,,,0
,29016,,,,,,0
,29017,,,,,,0
,29018,,,,,,0
,29019,,,,,,0
,29020,,,,,,0
,29021,,,,,,0
,29022,,,,,,0
INC-029022,29023,Phishing,780520.0,2903.0,1.0,39026.0,1
,29024,,,,,,0
INC-029024,29025,Phishing,6792579.51,43608.0,1.0,339628.98,1
,29026,,,,,,0
INC-029026,29027,DDoS,6290668.8,40373.0,1.0,314533.44,1
INC-029027,29028,Phishing,15917547.18,104734.0,1.0,795877.36,1
,29029,,,,,,0
INC-029029,29030,Phishing,7223163.94,47576.0,1.0,361158.2,1
,29031,,,,,,0
,29032,,,,,,0
,29033,,,,,,0
,29034,,,,,,0
,29035,,,,,,0
INC-029035,29036,Insider Threat,10870935.11,71172.0,1.0,543546.76,1
,29037,,,,,,0
,29038,,,,,,0
INC-029038,29039,Insider Threat,5787836.56,36435.0,1.0,289391.83,1
,29040,,,,,,0
,29041,,,,,,0
,29042,,,,,,0
,29043,,,,,,0
,29044,,,,,,0
INC-029044,29045,Phishing,8479901.49,53260.0,1.0,423995.07,1
,29046,,,,,,0
,29047,,,,,,0
,29048,,,,,,0
INC-029048,29049,DDoS,1427668.79,6286.0,1.0,71383.44,1
,29050,,,,,,0
INC-029050,29051,Insider Threat,14951449.99,98290.0,1.0,747572.5,1
,29052,,,,,,0
,29053,,,,,,0
,29054,,,,,,0
,29055,,,,,,0
,29056,,,,,,0
,29057,,,,,,0
,29058,,,,,,0
INC-029058,29059,DDoS,5514738.48,34671.0,1.0,275736.92,1
,29060,,,,,,0
,29061,,,,,,0
,29062,,,,,,0
,29063,,,,,,0
,29064,,,,,,0
,29065,,,,,,0
,29066,,,,,,0
,29067,,,,,,0
,29068,,,,,,0
INC-029068,29069,Insider Threat,805303.71,3016.0,1.0,40265.19,1
,29070,,,,,,0
,29071,,,,,,0
