company_id,mfa_status,edr_deployed,patch_velocity,open_vulnerabilities,backup_type,training_freq,pen_test_age
4769,1,1,100,462,Offline,1,19
4770,0,0,46,114,Cloud-only,2,33
4771,0,1,9,21,Offline,2,20
4772,0,0,7,34,Cloud-only,1,14
4773,1,1,53,161,Cloud-only,2,16
4774,0,1,74,180,Offline,4,27
4775,0,0,65,207,Offline,4,6
4776,1,1,46,222,Cloud-only,3,11
4777,1,0,114,282,Cloud-only,1,23
4778,1,1,17,50,On-premise,1,5
4779,1,1,90,251,Cloud-only,3,3
4780,1,1,39,188,On-premise,3,35
4781,1,0,56,128,Cloud-only,0,18
4782,0,1,42,133,Cloud-only,3,26
4783,0,1,117,415,Cloud-only,4,8
4784,1,1,98,388,Cloud-only,3,10
4785,0,0,7,34,Offline,0,8
4786,1,1,20,60,Offline,3,9
4787,1,0,43,88,Offline,1,29
4788,1,1,98,453,Cloud-only,3,8
4789,0,1,116,431,On-premise,1,18
4790,1,1,90,294,Offline,2,9
4791,0,0,60,170,Offline,0,12
4792,1,0,28,86,Cloud-only,3,15
4793,0,0,19,52,On-premise,3,31
4794,1,1,79,292,Cloud-only,0,4
4795,1,1,47,154,Cloud-only,1,26
4796,1,0,117,236,On-premise,1,27
4797,1,0,72,146,On-premise,1,15
4798,1,1,46,94,On-premise,1,13
4799,1,1,107,345,On-premise,0,10
4800,0,1,11,36,Cloud-only,0,17
4801,0,0,98,460,Cloud-only,2,19
4802,1,1,47,138,On-premise,1,24
4803,1,1,104,289,Cloud-only,1,15
4804,1,0,68,167,Cloud-only,2,28
4805,1,1,119,522,On-premise,1,31
4806,0,1,93,278,Cloud-only,1,19
4807,0,0,66,193,Cloud-only,1,30
4808,0,0,16,73,On-premise,2,3
4809,1,1,53,108,Cloud-only,0,22
4810,1,1,80,223,Cloud-only,0,20
4811,1,1,118,371,Cloud-only,1,30
4812,1,1,65,213,On-premise,3,19
4813,1,1,3,12,Cloud-only,0,15
4814,1,0,7,30,Cloud-only,1,33
4815,1,1,59,169,On-premise,4,19
4816,1,0,93,366,On-premise,4,2
4817,0,0,9,39,Offline,3,2
4818,1,1,76,166,Cloud-only,0,3
4819,1,0,51,112,Cloud-only,4,18
4820,1,1,119,276,Cloud-only,3,8
4821,0,1,24,78,Offline,3,12
4822,1,0,33,150,On-premise,1,22
4823,1,1,3,10,Offline,3,7
4824,1,1,118,450,Cloud-only,0,9
4825,1,1,114,423,Cloud-only,2,19
4826,1,1,98,450,Cloud-only,4,15
4827,1,0,47,97,Cloud-only,1,20
4828,1,0,57,243,Cloud-only,2,23
4829,0,1,96,422,On-premise,1,14
4830,1,0,76,213,Cloud-only,3,21
4831,0,0,83,334,Cloud-only,2,30
4832,0,0,48,174,Cloud-only,1,8
4833,1,0,35,148,Cloud-only,2,2
4834,0,0,9,26,Cloud-only,0,23
4835,0,1,9,24,Cloud-only,1,11
4836,1,1,33,137,Cloud-only,1,9
4837,1,0,65,161,Cloud-only,3,14
4838,0,1,41,111,Offline,1,22
4839,1,0,40,178,Cloud-only,1,14
4840,1,1,5,17,Offline,2,7
4841,0,0,96,211,Cloud-only,0,28
4842,1,0,104,286,Cloud-only,1,20
4843,1,1,12,32,On-premise,4,4
4844,1,0,91,375,Offline,0,27
4845,1,0,76,360,Cloud-only,2,1
4846,1,1,95,458,Offline,4,18
4847,0,0,86,176,Cloud-only,0,20
4848,0,0,97,251,Cloud-only,1,7
4849,1,1,92,392,On-premise,1,28
4850,1,0,101,208,Cloud-only,0,20
4851,1,0,54,183,On-premise,1,2
4852,1,1,46,186,On-premise,0,26
4853,1,0,56,251,On-premise,1,10
4854,1,1,36,163,Offline,3,3
4855,1,1,27,122,Cloud-only,2,24
4856,1,0,47,202,Offline,1,24
4857,1,0,103,292,Cloud-only,2,29
4858,0,0,112,520,Offline,4,20
4859,0,0,85,285,Offline,3,28
4860,1,1,95,380,On-premise,1,1
4861,1,0,47,123,Offline,1,7
4862,0,1,94,245,Cloud-only,1,28
4863,1,0,47,232,On-premise,1,25
4864,1,0,33,93,Cloud-only,1,5
4865,0,1,3,7,Cloud-only,4,10
4866,0,1,103,270,Cloud-only,1,12
4867,1,1,97,431,Cloud-only,4,23
4868,1,0,18,82,Offline,0,9
4869,0,0,1,2,Cloud-only,4,7
4870,1,1,99,348,Offline,0,25
4871,1,1,22,44,On-premise,4,23
4872,0,1,68,179,Cloud-only,2,31
4873,0,0,45,185,On-premise,3,17
4874,1,1,76,364,Cloud-only,2,15
4875,0,1,110,283,Offline,3,21
4876,1,0,33,150,On-premise,2,8
4877,0,1,88,422,Cloud-only,0,12
4878,0,0,115,571,Cloud-only,0,24
4879,1,1,21,90,On-premise,3,12
4880,1,1,55,135,Cloud-only,3,23
4881,1,0,78,331,Cloud-only,2,28
4882,0,0,79,263,Cloud-only,4,16
4883,1,1,24,74,Cloud-only,4,19
4884,0,1,19,76,Cloud-only,2,24
4885,0,0,104,251,Offline,1,20
4886,1,0,3,8,Cloud-only,2,12
4887,1,0,47,107,Cloud-only,3,28
4888,1,0,75,255,Cloud-only,2,4
4889,1,1,22,93,Offline,2,4
4890,1,1,52,222,On-premise,2,11
4891,0,1,107,361,Cloud-only,2,17
4892,1,0,52,107,Offline,3,6
4893,0,0,102,259,Cloud-only,3,13
4894,1,1,38,120,Cloud-only,2,27
4895,1,0,69,262,Cloud-only,1,26
4896,1,0,6,13,On-premise,1,11
4897,1,0,44,201,On-premise,0,11
4898,0,0,81,191,Cloud-only,4,30
4899,0,1,73,232,On-premise,3,12
4900,0,1,115,291,On-premise,2,11
4901,1,0,106,455,Cloud-only,0,21
4902,1,0,28,83,Cloud-only,0,33
4903,1,1,9,36,On-premise,2,1
4904,1,0,93,308,Offline,0,2
4905,0,1,93,414,Offline,3,3
4906,0,0,69,243,Offline,1,29
4907,0,1,59,218,Offline,3,31
4908,1,0,35,131,Cloud-only,3,10
4909,0,1,89,242,On-premise,1,21
4910,0,1,111,248,Cloud-only,2,17
4911,1,1,68,290,Cloud-only,3,31
4912,0,1,86,376,Cloud-only,3,22
4913,1,0,64,241,Cloud-only,4,17
4914,1,1,17,34,Cloud-only,0,7
4915,0,0,115,267,Cloud-only,2,13
4916,0,0,4,18,Offline,4,4
4917,1,0,47,179,Offline,4,12
4918,1,0,96,200,Cloud-only,4,24
4919,1,1,97,268,Cloud-only,2,10
4920,1,0,113,416,On-premise,3,17
4921,1,1,22,73,Offline,2,3
4922,0,1,118,485,Offline,1,12
4923,0,0,10,49,Offline,4,6
4924,1,0,42,194,On-premise,1,22
4925,0,0,57,182,Offline,3,26
4926,1,0,47,172,Cloud-only,3,23
4927,1,1,7,26,Cloud-only,3,35
4928,0,1,23,68,Offline,1,8
4929,1,1,100,489,Cloud-only,0,21
4930,0,0,109,522,On-premise,4,21
4931,1,1,18,48,Cloud-only,4,16
4932,0,1,65,319,Cloud-only,3,33
4933,0,0,11,39,Offline,4,9
4934,0,0,51,133,Cloud-only,3,30
4935,0,0,29,128,Offline,4,17
4936,1,0,5,11,Cloud-only,3,15
4937,1,1,23,95,On-premise,3,32
4938,0,1,32,120,Cloud-only,3,30
4939,1,1,78,291,On-premise,2,1
4940,1,1,58,117,Cloud-only,4,22
4941,1,0,51,177,Offline,0,34
4942,0,1,27,77,Cloud-only,1,10
4943,1,1,1,3,Offline,2,33
4944,1,0,50,208,Cloud-only,2,26
4945,1,1,50,222,Offline,2,15
4946,1,0,76,371,Offline,4,25
4947,0,0,61,218,Cloud-only,4,25
4948,0,0,3,6,Offline,4,26
4949,0,0,57,256,Cloud-only,4,15
4950,0,1,80,288,Offline,0,19
4951,0,1,100,311,Cloud-only,0,13
4952,0,1,20,51,Cloud-only,3,8
4953,1,1,25,77,Offline,3,10
4954,0,1,46,143,Offline,1,10
4955,0,1,47,155,Cloud-only,2,31
4956,1,1,30,113,Offline,4,3
4957,0,1,3,13,Cloud-only,3,15
4958,0,1,27,116,Cloud-only,0,20
4959,1,0,54,119,Offline,4,15
4960,1,0,100,322,Cloud-only,1,15
4961,1,0,74,352,On-premise,1,26
4962,0,1,119,567,On-premise,0,21
4963,1,1,95,426,Cloud-only,1,26
4964,0,0,112,546,Offline,2,25
4965,0,1,80,302,On-premise,0,34
4966,1,1,119,255,On-premise,2,35
4967,1,1,119,537,On-premise,3,18
4968,1,1,81,308,Offline,1,20
4969,0,1,39,123,Cloud-only,0,1
4970,0,0,46,169,On-premise,0,34
4971,1,1,49,115,On-premise,0,10
4972,1,0,5,20,Cloud-only,2,21
4973,0,0,37,78,Cloud-only,1,28
4974,1,0,26,69,Cloud-only,2,32
4975,1,0,24,119,Offline,4,4
4976,1,1,58,168,Cloud-only,2,26
4977,1,1,63,306,On-premise,2,16
4978,1,1,105,495,Offline,3,6
4979,0,0,100,205,Offline,0,4
4980,1,0,108,413,Cloud-only,1,33
4981,0,0,72,249,Offline,0,29
4982,1,0,28,107,Cloud-only,1,21
4983,1,1,82,297,Offline,1,29
4984,1,1,51,159,Cloud-only,3,3
4985,0,1,16,55,Cloud-only,4,28
4986,0,1,116,557,Cloud-only,3,26
4987,1,0,90,400,Cloud-only,3,20
4988,0,1,32,81,Offline,1,34
4989,1,1,84,295,Cloud-only,2,13
4990,1,1,99,421,Cloud-only,4,20
4991,1,0,93,301,On-premise,4,31
4992,0,1,93,274,Cloud-only,3,6
4993,1,1,19,90,On-premise,3,8
4994,1,1,13,64,Offline,1,2
4995,0,1,59,219,Offline,2,3
4996,1,1,36,144,Offline,2,14
4997,0,0,74,152,Offline,2,9
4998,0,1,52,176,Cloud-only,3,32
4999,1,1,103,310,Cloud-only,3,6
5000,0,0,60,143,Cloud-only,4,25
5001,0,0,13,31,Cloud-only,1,5
5002,0,0,87,205,Offline,2,23
5003,1,1,71,252,Cloud-only,2,24
5004,1,1,22,46,Offline,2,17
5005,0,1,28,90,On-premise,1,21
5006,0,1,102,398,Cloud-only,2,10
5007,1,1,74,287,Offline,1,18
5008,1,0,69,152,Cloud-only,3,6
5009,1,1,15,50,Offline,1,15
5010,0,0,86,374,Cloud-only,3,20
5011,1,0,55,114,Cloud-only,0,25
5012,1,1,79,273,Cloud-only,4,14
5013,1,0,38,78,Cloud-only,4,25
5014,1,0,75,199,Offline,0,24
5015,0,0,89,280,Cloud-only,3,3
5016,1,0,118,460,Cloud-only,1,32
5017,1,1,1,2,Offline,2,24
5018,1,0,97,284,On-premise,1,25
5019,1,0,14,53,Cloud-only,2,34
5020,1,1,23,86,On-premise,4,32
5021,0,0,94,439,On-premise,3,2
5022,1,0,37,74,On-premise,2,30
5023,1,0,66,310,On-premise,0,12
5024,1,1,47,220,Cloud-only,4,23
5025,0,0,114,282,Offline,3,6
5026,1,0,39,129,Offline,1,32
5027,0,0,1,4,Cloud-only,3,24
5028,0,0,65,295,Cloud-only,4,18
5029,0,1,75,274,Offline,4,9
5030,1,0,17,34,Cloud-only,0,7
5031,0,0,115,406,Offline,2,1
5032,0,0,105,353,Cloud-only,1,20
5033,1,0,65,271,Cloud-only,1,27
5034,1,1,89,351,On-premise,0,12
5035,1,1,57,272,Cloud-only,0,31
5036,0,1,70,328,Cloud-only,2,31
5037,0,1,36,126,On-premise,2,20
5038,1,0,42,197,Cloud-only,3,27
5039,1,1,95,208,On-premise,1,18
5040,1,1,107,308,Cloud-only,3,28
5041,1,1,80,167,Cloud-only,0,21
5042,1,0,82,165,Cloud-only,0,7
5043,0,0,65,323,On-premise,0,14
5044,1,0,16,64,Cloud-only,2,8
5045,0,0,35,147,Cloud-only,1,19
5046,1,0,14,42,Cloud-only,3,8
5047,0,0,67,172,Offline,0,9
5048,1,1,62,194,Cloud-only,1,16
5049,0,1,20,95,Offline,1,28
5050,1,0,21,48,On-premise,2,16
5051,0,0,77,311,Offline,2,25
5052,1,0,26,83,Cloud-only,1,21
5053,1,0,51,171,Offline,1,22
5054,0,0,30,61,On-premise,4,30
5055,0,0,44,206,Cloud-only,3,33
5056,0,0,34,151,Cloud-only,3,1
5057,1,0,92,326,Offline,3,31
5058,0,0,14,40,Cloud-only,3,26
5059,1,0,83,233,Cloud-only,0,9
5060,0,0,77,156,On-premise,3,24
5061,1,0,57,254,Cloud-only,4,26
5062,1,0,63,224,Cloud-only,0,27
5063,0,1,28,118,Offline,1,4
5064,0,1,29,85,Offline,0,1
5065,1,1,36,126,Offline,4,1
5066,1,1,47,221,Cloud-only,2,31
5067,0,0,106,420,Cloud-only,1,1
5068,1,0,58,169,Cloud-only,4,7
5069,0,0,5,20,Cloud-only,0,32
5070,0,1,112,503,Cloud-only,0,28
5071,1,1,88,214,Cloud-only,4,31
5072,1,0,77,213,Cloud-only,4,30
5073,0,0,59,148,On-premise,2,25
5074,1,1,76,237,Cloud-only,1,9
5075,1,1,23,73,Cloud-only,2,14
5076,0,0,27,69,Cloud-only,2,25
5077,0,0,97,465,Cloud-only,1,13
5078,1,1,39,81,Offline,0,12
5079,1,0,49,168,Offline,3,12
5080,1,1,104,307,Cloud-only,2,35
5081,0,1,95,398,On-premise,1,8
5082,1,1,61,207,Cloud-only,1,22
5083,1,1,43,108,Offline,1,2
5084,1,1,20,82,On-premise,1,22
5085,1,0,29,63,Cloud-only,2,7
5086,1,1,11,30,Cloud-only,2,12
5087,1,1,11,35,On-premise,0,33
5088,1,0,66,233,Cloud-only,3,6
5089,1,1,50,102,On-premise,3,17
5090,0,0,111,381,Cloud-only,3,27
5091,0,1,107,352,Cloud-only,0,34
5092,1,0,118,269,Cloud-only,3,21
5093,1,1,58,247,Cloud-only,0,10
5094,1,0,3,12,Cloud-only,0,10
5095,1,0,102,270,Cloud-only,0,6
5096,1,0,92,269,Offline,2,5
5097,1,1,43,151,On-premise,0,15
5098,1,0,77,337,Cloud-only,3,34
5099,0,0,82,203,On-premise,2,30
5100,1,0,52,171,Cloud-only,2,35
5101,0,0,112,491,Offline,3,17
5102,1,1,52,173,On-premise,2,16
5103,0,1,70,235,On-premise,4,26
5104,1,1,118,246,Cloud-only,3,9
5105,1,1,7,24,Cloud-only,0,16
5106,1,1,76,356,Cloud-only,3,7
5107,0,1,73,336,On-premise,2,10
5108,0,1,104,456,Cloud-only,3,3
5109,1,1,37,163,Offline,1,2
5110,1,0,71,331,Cloud-only,0,4
5111,0,1,37,152,Cloud-only,4,17
5112,1,1,109,507,Cloud-only,2,8
5113,1,1,27,115,Offline,2,4
5114,0,0,7,15,Cloud-only,4,5
5115,1,1,64,208,Offline,0,12
5116,1,1,8,37,On-premise,4,2
5117,1,0,20,97,On-premise,2,32
5118,0,1,37,125,Offline,1,35
5119,0,1,45,164,Cloud-only,1,5
5120,1,1,23,83,Offline,0,4
5121,1,1,114,327,Cloud-only,2,13
5122,0,1,39,104,Cloud-only,2,15
5123,0,0,69,246,Cloud-only,2,34
5124,0,0,117,449,Cloud-only,0,22
5125,0,0,15,55,Cloud-only,3,3
5126,0,0,7,15,On-premise,1,18
5127,0,0,104,236,Cloud-only,0,1
5128,1,0,41,136,Offline,0,2
5129,1,0,28,135,Cloud-only,4,11
5130,1,0,67,248,Cloud-only,1,1
5131,0,0,111,411,Cloud-only,3,30
5132,1,1,12,37,Offline,4,19
5133,1,0,119,254,Cloud-only,1,24
5134,1,1,110,239,Offline,3,2
5135,0,0,53,168,Offline,1,4
5136,1,0,79,234,Cloud-only,0,10
5137,0,1,113,548,Cloud-only,3,12
5138,1,1,86,287,Cloud-only,3,34
5139,0,1,116,297,On-premise,4,29
5140,1,1,79,263,Offline,1,22
5141,1,1,50,160,On-premise,3,3
5142,0,0,79,229,On-premise,3,30
5143,1,1,59,237,Cloud-only,3,26
5144,1,0,44,214,Cloud-only,2,16
5145,1,1,97,468,Cloud-only,2,20
5146,1,1,70,185,Cloud-only,2,3
5147,0,0,56,122,Cloud-only,3,10
5148,1,0,95,230,Cloud-only,1,9
5149,1,0,49,171,Cloud-only,2,11
5150,0,1,70,247,Offline,1,14
5151,0,1,115,406,Offline,3,6
5152,1,0,9,22,Offline,3,2
5153,0,0,44,99,Cloud-only,1,24
5154,0,1,115,238,Offline,4,22
5155,1,1,32,101,Cloud-only,3,4
5156,1,0,41,135,Cloud-only,2,31
5157,1,0,39,170,Offline,2,26
5158,1,1,50,117,Offline,2,19
5159,0,0,33,95,Cloud-only,2,30
5160,0,1,49,143,Cloud-only,2,34
5161,0,0,7,21,Cloud-only,3,2
5162,0,0,1,2,Cloud-only,2,29
5163,1,1,99,464,Offline,3,17
5164,1,1,82,203,On-premise,1,10
5165,0,1,37,112,Cloud-only,0,28
5166,0,1,15,52,Offline,4,26
5167,1,1,32,156,Cloud-only,4,14
5168,1,0,64,284,Offline,0,14
5169,1,1,26,108,Cloud-only,4,7
5170,1,1,15,35,Cloud-only,1,32
5171,1,1,53,161,On-premise,3,32
5172,0,0,51,203,Cloud-only,3,21
5173,1,1,27,78,Offline,2,8
5174,0,1,54,153,Cloud-only,0,7
5175,0,0,65,320,Offline,1,15
5176,0,1,115,288,Offline,0,27
5177,1,1,90,307,On-premise,4,20
5178,1,0,89,195,Cloud-only,3,13
5179,1,1,51,234,Offline,1,13
5180,1,0,53,202,Cloud-only,1,32
5181,1,0,71,173,Cloud-only,2,24
5182,1,1,10,44,Cloud-only,4,17
5183,1,1,78,214,Cloud-only,0,22
5184,1,0,114,243,Offline,2,23
5185,1,0,36,96,Offline,3,9
5186,1,0,109,426,Cloud-only,3,12
5187,1,0,84,387,Cloud-only,1,32
5188,1,1,77,171,Cloud-only,2,25
5189,0,0,109,270,Offline,3,34
5190,0,1,44,137,Cloud-only,1,12
5191,1,0,117,313,On-premise,0,6
5192,0,0,27,108,Offline,2,26
5193,0,1,77,320,Cloud-only,2,15
5194,0,0,35,118,Cloud-only,1,17
5195,1,0,81,361,Cloud-only,4,23
5196,1,1,107,474,Offline,3,35
5197,1,0,46,111,Cloud-only,3,34
5198,0,0,28,139,Cloud-only,1,28
5199,1,1,51,241,Cloud-only,0,8
5200,0,1,32,72,On-premise,3,19
5201,0,1,57,207,Cloud-only,2,18
5202,0,0,94,315,On-premise,1,5
5203,1,0,32,72,On-premise,1,35
5204,1,1,62,213,Cloud-only,3,22
5205,0,0,108,348,Cloud-only,4,21
5206,1,0,46,198,Cloud-only,2,10
5207,1,1,32,144,Cloud-only,0,1
5208,0,0,87,225,Cloud-only,3,15
5209,1,1,75,339,Offline,0,20
5210,0,1,33,78,Cloud-only,1,31
5211,1,0,75,276,Offline,2,23
5212,1,1,82,206,Cloud-only,3,35
5213,0,0,1,2,Cloud-only,2,25
5214,1,1,25,99,On-premise,3,22
5215,1,1,7,18,Cloud-only,3,31
5216,0,0,16,52,Cloud-only,2,15
5217,1,1,83,296,On-premise,1,5
5218,1,1,2,5,On-premise,2,21
5219,1,0,83,411,Offline,1,1
5220,0,1,47,150,Offline,4,25
5221,1,1,51,102,Offline,3,35
5222,0,0,71,205,Offline,0,3
5223,1,0,112,507,Offline,1,10
5224,1,1,96,198,Cloud-only,0,29
5225,1,0,34,123,Cloud-only,0,22
5226,1,0,29,121,Cloud-only,2,19
5227,1,0,37,105,Cloud-only,3,17
5228,1,1,118,461,Offline,1,23
5229,0,0,82,194,Offline,4,24
5230,1,1,93,336,Offline,1,12
5231,1,1,54,250,On-premise,2,12
5232,0,1,98,455,Cloud-only,4,17
5233,1,0,69,156,Offline,2,12
5234,0,1,101,314,Cloud-only,4,11
5235,0,0,22,93,Cloud-only,4,1
5236,0,0,65,268,Offline,1,33
5237,0,1,25,50,Offline,0,4
5238,0,1,60,150,Cloud-only,3,29
5239,0,0,115,339,Cloud-only,3,28
5240,0,0,103,325,Offline,4,18
5241,0,0,92,218,Cloud-only,2,19
5242,1,0,96,420,Offline,0,12
5243,0,0,33,141,Cloud-only,1,12
5244,1,0,58,123,Cloud-only,4,26
5245,1,1,20,98,Cloud-only,2,26
5246,1,0,34,141,On-premise,3,27
5247,1,1,52,188,On-premise,0,21
5248,1,1,3,13,Cloud-only,2,5
5249,1,1,19,39,Cloud-only,2,15
5250,0,0,59,212,Cloud-only,3,35
5251,1,0,84,341,Cloud-only,1,15
5252,0,0,85,358,Offline,0,14
5253,0,1,69,147,Offline,2,33
5254,1,0,101,392,Offline,1,6
5255,1,1,61,136,Cloud-only,4,20
5256,0,0,34,113,Cloud-only,0,33
5257,0,1,25,91,Cloud-only,4,21
5258,0,0,27,55,Cloud-only,4,26
5259,1,0,35,87,Offline,4,20
5260,1,1,15,35,Cloud-only,3,15
5261,1,0,20,93,Offline,0,13
5262,1,1,61,290,Cloud-only,1,16
5263,1,1,33,109,Offline,3,10
5264,1,1,77,188,On-premise,0,13
5265,1,1,41,145,On-premise,3,4
5266,0,0,48,225,Cloud-only,1,5
5267,0,0,10,22,Offline,3,4
5268,0,0,117,535,Offline,3,13
5269,1,1,7,27,Cloud-only,1,33
5270,1,1,29,84,Offline,1,32
5271,1,1,65,162,Offline,3,21
5272,1,0,43,152,On-premise,2,22
5273,1,1,15,47,Offline,2,20
5274,1,1,50,183,Offline,1,29
5275,1,1,105,432,Offline,4,27
5276,1,1,106,372,Cloud-only,4,27
5277,0,0,1,2,Cloud-only,1,2
5278,1,1,58,249,On-premise,0,2
5279,0,1,83,292,On-premise,4,19
5280,0,1,94,285,Cloud-only,2,7
5281,0,0,13,61,Cloud-only,2,29
5282,0,1,23,58,Offline,1,9
5283,0,1,12,33,On-premise,2,13
5284,1,1,86,186,Offline,2,14
5285,1,1,104,314,Offline,2,10
5286,1,1,94,394,Cloud-only,0,27
5287,0,0,59,220,Offline,4,5
5288,1,0,52,135,Cloud-only,2,16
5289,0,0,43,133,Cloud-only,1,21
5290,0,1,92,349,Cloud-only,0,5
5291,1,1,30,71,On-premise,4,20
5292,1,0,58,202,Cloud-only,0,8
5293,1,0,63,200,On-premise,4,31
5294,1,1,88,241,Offline,1,13
5295,1,1,34,166,Cloud-only,0,35
5296,0,0,35,174,Cloud-only,2,8
5297,0,1,75,276,Cloud-only,0,2
5298,0,0,91,409,Offline,3,22
5299,1,1,49,207,Cloud-only,4,16
5300,1,0,25,86,Cloud-only,2,16
5301,1,1,84,369,Cloud-only,0,11
5302,1,0,65,241,Cloud-only,3,35
5303,0,0,98,398,On-premise,4,17
5304,1,1,98,232,Cloud-only,1,9
5305,0,0,66,178,Cloud-only,0,24
5306,0,0,118,388,On-premise,2,10
5307,0,0,91,226,Cloud-only,1,20
5308,1,1,59,236,Offline,2,4
5309,0,0,22,69,Cloud-only,1,11
5310,0,1,14,61,On-premise,3,27
5311,1,0,24,78,On-premise,3,18
5312,1,0,13,39,On-premise,2,21
5313,1,0,119,372,Cloud-only,2,4
5314,0,1,98,310,On-premise,2,12
5315,1,1,28,109,Offline,2,32
5316,1,1,97,375,Cloud-only,0,29
5317,1,0,87,328,Cloud-only,1,26
5318,0,1,88,387,Offline,4,22
5319,1,1,84,344,Cloud-only,0,12
5320,0,0,27,96,On-premise,0,14
5321,1,1,7,33,Offline,2,29
5322,1,0,73,198,Cloud-only,3,32
5323,1,1,11,27,Offline,2,26
5324,1,1,99,209,Offline,2,3
5325,1,1,55,234,Cloud-only,1,13
5326,1,0,71,204,Cloud-only,3,7
5327,0,0,90,255,On-premise,2,25
5328,0,1,8,23,Cloud-only,3,28
5329,0,1,57,188,Cloud-only,3,11
5330,1,1,51,205,Offline,2,7
5331,0,1,94,372,On-premise,1,22
5332,0,0,94,253,Cloud-only,1,27
5333,0,1,29,132,Offline,4,20
5334,1,0,32,151,On-premise,2,7
5335,0,0,8,19,Cloud-only,4,3
5336,0,0,87,392,Offline,0,30
5337,1,0,86,347,On-premise,4,23
5338,0,0,29,72,On-premise,4,22
5339,1,0,34,132,On-premise,1,31
5340,1,0,52,193,Cloud-only,2,25
5341,1,0,71,317,Offline,4,19
5342,1,1,13,60,Offline,4,28
5343,0,0,30,144,Offline,1,23
5344,1,0,9,28,Offline,2,22
5345,1,1,84,392,Cloud-only,1,21
5346,1,1,80,388,On-premise,2,21
5347,0,0,22,81,Cloud-only,4,18
5348,0,1,97,284,Offline,1,26
5349,0,0,58,243,Offline,2,29
5350,0,1,4,17,Offline,4,3
5351,0,0,41,175,On-premise,0,13
5352,1,1,82,185,Cloud-only,3,16
5353,1,1,53,183,Offline,4,31
5354,0,1,54,116,On-premise,4,25
5355,1,0,111,363,On-premise,3,30
5356,1,0,111,527,Cloud-only,3,28
5357,0,1,73,296,On-premise,0,30
5358,0,1,3,6,Cloud-only,2,11
5359,1,1,102,240,Cloud-only,2,3
5360,1,0,16,62,Offline,1,16
5361,1,0,65,178,On-premise,3,35
5362,1,1,19,72,Cloud-only,2,28
5363,1,0,54,259,Cloud-only,0,31
5364,1,0,29,126,Offline,3,23
5365,1,0,99,411,Cloud-only,3,30
5366,0,1,10,41,Cloud-only,4,15
5367,0,1,109,543,Offline,3,24
5368,0,0,10,44,Cloud-only,0,11
5369,1,1,118,481,Offline,2,1
5370,0,0,95,430,Offline,1,25
5371,1,1,10,43,Cloud-only,2,7
5372,1,1,64,184,Cloud-only,1,33
5373,1,1,74,154,On-premise,4,7
5374,1,0,9,38,Offline,1,17
5375,0,1,84,290,On-premise,1,24
5376,1,1,110,419,Offline,1,10
5377,1,1,30,88,Offline,2,3
5378,1,0,45,135,Cloud-only,2,14
5379,1,1,97,400,Cloud-only,4,19
5380,0,1,99,470,Cloud-only,2,12
5381,1,0,80,193,Offline,1,19
5382,0,1,77,171,Cloud-only,0,7
5383,1,0,40,148,Cloud-only,2,25
5384,0,1,83,345,Cloud-only,3,7
5385,0,0,30,110,Offline,0,29
5386,0,1,78,386,Cloud-only,2,29
5387,1,0,99,310,Cloud-only,0,30
5388,1,0,75,214,Cloud-only,0,7
5389,0,1,24,75,Offline,0,27
5390,1,0,111,253,Cloud-only,3,14
5391,1,0,26,122,Cloud-only,1,34
5392,0,1,22,58,Cloud-only,3,17
5393,1,1,13,27,Cloud-only,3,22
5394,0,0,102,379,Cloud-only,3,19
5395,1,1,70,182,On-premise,0,12
5396,1,0,58,176,On-premise,3,24
5397,0,0,42,179,Offline,1,31
5398,0,1,52,164,Offline,1,9
5399,1,0,79,184,On-premise,1,20
5400,1,1,27,76,On-premise,1,10
5401,1,0,96,227,Cloud-only,1,24
5402,0,1,84,278,Cloud-only,0,30
5403,1,0,79,205,Offline,3,19
5404,1,1,91,406,Cloud-only,2,34
5405,0,1,13,28,Cloud-only,3,11
5406,0,1,44,104,On-premise,0,35
5407,0,0,74,257,Cloud-only,2,33
5408,1,1,43,102,Cloud-only,0,5
5409,1,1,93,448,Cloud-only,3,5
5410,1,0,13,35,On-premise,2,33
5411,0,1,89,246,Cloud-only,4,10
5412,0,1,110,351,Cloud-only,4,4
5413,1,1,115,481,Offline,2,19
5414,0,1,28,56,Cloud-only,4,2
5415,0,0,54,158,On-premise,3,22
5416,0,1,46,195,Cloud-only,0,15
5417,1,0,61,191,Offline,4,7
5418,1,0,105,359,Cloud-only,0,28
5419,0,0,90,252,On-premise,4,13
5420,1,1,31,141,Cloud-only,0,6
5421,0,0,93,390,Cloud-only,3,3
5422,0,1,71,259,Offline,0,10
5423,0,1,16,45,Cloud-only,1,9
5424,1,0,117,425,Offline,1,25
5425,1,1,71,166,Offline,3,13
5426,0,1,69,208,Offline,4,12
5427,1,0,22,77,On-premise,4,3
5428,1,0,109,281,Cloud-only,4,17
5429,0,1,1,4,Offline,0,32
5430,1,1,87,224,Cloud-only,2,21
5431,0,0,25,107,On-premise,1,22
5432,0,0,14,56,Cloud-only,1,12
5433,1,1,26,91,Cloud-only,1,11
5434,0,0,28,65,Cloud-only,3,4
5435,0,0,65,140,Cloud-only,2,23
5436,1,1,81,305,On-premise,3,13
5437,1,1,104,403,On-premise,0,3
5438,1,0,113,226,Cloud-only,1,2
5439,1,0,24,58,Offline,4,22
